unknotdb-rf-descending-import-v0
snapshot_id	32cd2e96ddab2af3240e7572945735218922b31cef61cd776d4a1a52b2ff5ad2
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
range	0	2989
policy_limits	128	32
representation	id	stopping_key	old_u	new_u	cc	edges	status
representation	braid:960edbc2054ac6ce53a0e894dfa7b724ea9ca18bdfb0e905c508a7b35d581ce0	39733119061edd9dd8895afd2cd5684e9d7113af833c91725dc6955c4a7137e9	5	5	0	0	already-covered
representation	braid:98d83d1bb84eef9f31aea9cfab76686731c3a6f065e659ab7cd4e31e2522790b	c8354c635ed5407ccf815f54d98bca555a584f0b9cbdc093816fb5a34b9546ec	4	4	0	0	already-covered
representation	braid:9b46fe739ab3d32f3d6b45b923f95b228cda98899446ab0f7afe6c2add869a89	a7d20bf6e0d3554e07e97efd8c445a910d254ebac1c58091c6ac7b3cca6bab93	3	3	0	0	already-covered
representation	braid:9c46b6c9a701b52bd845297ba48f6b931366d50d37cc2a10ee0a0a4104f1f877	a874967e3bb8eaa51b29cd0574a8edcd859a13ff26d5c893d52138e776298029	3	3	0	0	already-covered
representation	braid:afd001c0423e652eee767f7f3baf9d8a4c7fb3898b98023ae91507acaab8a71a	7f863dee94e73c595126ca2f6f2e614e492c8e1cfcc8b805f799c4acddaae50d	2	2	0	0	already-covered
representation	braid:b3427d5936aa7afe36bb5a3e9bb1e0814391551be83904fe4116213c8f6fb4f5	c0c36759c56ebdd6275c0f9592829529f7c5226f9cf623e799f067e67dc663e1	5	5	0	0	already-covered
representation	braid:b8805f76aef767b50a985836b14e2b95a18baf85c6afe5ae5a6bf87f3bc92b9b	760c9cac1859585411fa8bcfa88b8a18f88cc364c45be12d50531557b2629695	6	6	0	0	already-covered
representation	braid:b95a63d07de6f81d58f0153a4997f1029b47bb5e1ae6a5f7204d4a9611f7bce8	07251f5ca0a7348d75219aa2c4dee11dea3e5f3e585e57b8bbbcd415e29a5da0	4	4	0	0	already-covered
representation	braid:b9d6b5cd84aadefb9a7f1fb39c828b79d6d512215a12420bb4ab45ed61c06143	d863aae4cfc7b5de17d323b8f337cf8ea513614fd5796a79218e70fbf896e29c	4	4	0	0	already-covered
representation	braid:bad827caaf950cd7d6f6fc558df4a5c4a304ee95192c06018be562cba7ffb223	c8ecb6c39e1759d2c17a9ee7445cbff3163391be5efb1616b2630732ec00d028	5	5	0	0	already-covered
representation	braid:bcdad9d82fb9a6da255cc95161b934fc60c4c1600b815d0c5820f09f79ab1036	72a64e0d0160bf7f07924781bb1ca0aa5de98ac4cbc550cdac8dee541eb880d4	4	4	0	0	already-covered
representation	braid:bebd5473c87f2d4ec07e2414b34a79a7820ccace84dd432f7762cc3afbe378ee	640a6ffd154722aaa811ad0260c03335d7ebf585d06120e04b261705da780b4b	6	6	0	0	already-covered
representation	braid:c0afb180ebba460f05656d00ba0a2baa75b4d8dae2da6e252756fec3c22bfc47	d8a942e92a62d03b6bef4975330f5e78419a23c28b2b7e60cd4cddfde5b2122b	5	5	0	0	already-covered
representation	braid:c0ec7c6a16dfb1fb8ec43c41eb9f201955ee7263a5703e7405badeb855664711	fdd50f04f5df4e3598eff8f53a1361d59ecb168dd9ba1d678e8c8247f79dc2a9	6	6	0	0	already-covered
representation	braid:c59dd9dcac1d6fee2f79dca3dfb790a4ec183e1d2885c9828793412c68e9245a	95c3c2525dcc3b54549fe8b371e6510cbb19e00d11bc4f5378403dbad89fbb02	3	3	0	0	already-covered
representation	braid:c6babb0503ebd821f3b88c192480080388ee5b3fa54fc1a3405f737539e5b7fe	f9a16ff06747ec4981d60c23887c4a560a953c74074038a71ab7bf02c69a2b7c	6	6	0	0	already-covered
representation	braid:c80055bfaf867a57d6b186e5ba5d13a5de89d005a7cb04789f49dc962e16a7c1	3356226a140099550ad97042226338c611f138703d64bdc03de0d368ba9dcbb1	5	5	0	0	already-covered
representation	braid:cbac6c2c6ae52e5e429af78f976297ee8be199e2d50e6eef90c39d8a5b7f286a	31cd1591ffe91f3ddb0f168b03f334b8b6dbb7b5a1aad570a462bbc244b0c1ab	4	4	0	0	already-covered
representation	braid:cc421f5d4c06bbfddd8d8e5dcfaf2163ca2b67cf05ecf4c7a5aad71eb5f7fd7a	8b4d50c87b0b668e4fbe206cf8677e6cc1735673d2fae4cccf4ea9cb0686409a	5	5	0	0	already-covered
representation	braid:cf087b58bdf6c8cb37477aa5dd5d9d8b9d4a0bc722db390e48a9e1570a3a6112	520554a260de99c5f2eb8e23b25501083499e88ae20c12359aedbcf1e4a7939e	5	5	0	0	already-covered
representation	braid:d673cd280a15b44163840922c365832e47ac87bd2560703e7909827caeee8ec9	a40437030cb8f5f78d5dc1ba4716fe9f2a1ef8668d2a445ce4bd7aeec545555a	6	6	0	0	already-covered
representation	braid:da9ef56737b10232fe30c5efde7da4fc2c8e7cc6ab2075582084b228b11785a1	749c3bd953bfcf4f674e027d052f350dfa8b625ea9fb561ace6a11264f7e823f	4	4	0	0	already-covered
representation	braid:db078bfb8383b3f1ba5d4a3c20d264b143739290cfc70a7eb624dced203fb484	f5b85c9fa9dd1f0e415212e37658cbb2df54bbe3bedfa6d9843c5aa4047e2d2b	4	4	0	0	already-covered
representation	braid:dceaca0c273d440594e780f9d3059fda4fbd135dc88fd8917687e378c230e422	2ed82a0bf65b8fa8e81ccf7f23314d03925baeed9819df6c691d774a3247be42	4	4	0	0	already-covered
representation	braid:dd3cf07ebe49a0fb19dce1c39e9390f30dcb3f74c9e3396f0655597b408ef90d	bc0a7b71db2bdfda44643c8de42aff79d330b49396a2d731e81aa284f473c21b	5	5	0	0	already-covered
representation	braid:dee78258c543bd89d136ecb3ec650f2928b791a7a332aefd81ee528d2845212d	721b5d4f6ac9877340cf31e746e0e2201a5e3441caea1a991b7495a02752a7c3	4	4	0	0	already-covered
representation	braid:df42c253547b86c863431d0910734f8038625a1a95d868d44eb5a815d938a676	05bc8b071b7b14c4f94e354b6f71c668ccee431595bbf798d8fd3fa067930617	6	6	0	0	already-covered
representation	braid:df5572037d9ed9db602dbf0a7b9d0162625af1a7cd0b78b0e9102c8da4129bc7	bfafd58fa359a3aa66d2f8f14d2b72a3bf7853979e28630afbb6798ee680b99c	6	6	0	0	already-covered
representation	braid:dfb61aa505b6773086d1bbb49922be355724d4db22e257697a0f7bd7e6d88caf	8b7c35cabd9c480a9ce659209a2f322b72437373d4755e27d1ed3197d9a29934	6	6	0	0	already-covered
representation	braid:dfd50ec91f61f856c04b55622c94ba18a8f5a2d358fdd594db5e09fbde43f99b	4f7a03520134a94bed82fa9eefff3e5c5cd8947fdf18b7ca27ee2270ac881c27	6	6	0	0	already-covered
representation	braid:e0bbad171170f647c1dae15a807e2637d8c6c59351636fc78d08d5d8d24e4b73	599ec86291df0ecdf50aa2321c89bfe00b23e2ce6ab77213885b92c5a5ed5d4b	5	5	0	0	already-covered
representation	braid:e19972339e30da558a36db869ed7d845792eaa3aa10536b8c4bda38316b9c8d6	b877f2e5602721196fa94fd7b9c206e6bdba053b8df9ae36edbc3475bd6ebd83	6	6	0	0	already-covered
representation	braid:e4eeb3ec15d4b73f4691995f7314d609124ceed9d284d4ea68db5c3172818a2f	5ae234bb9f1ab56df7298d68b6a33d15d382acc4fb6ecb14e3e1a608a1db5ce1	4	4	0	0	already-covered
representation	braid:e80e6de5d5ad72c23517b8acb31965df764952e4eb02a4f341f90f0f5e4d5374	5d244b37e723987949ba28f00c7a24dc2a0af287fc96b669db9675ff20fb37d4	6	6	0	0	already-covered
representation	braid:f196fce3840a66ac2ee89ce0abea260efaf1b6e95254ea072c99015ce32b1463	14687487807fba31e9e6ca4f48601a4c3b5f96dfe08b1e598bfa80b0ff330ea4	6	6	0	0	already-covered
representation	braid:f22a45d5e7827ea9bab93c2311ff0da5948cffcd41fd6889bc0f253f4fc9ec7c	6d46215dfa7601530649f61e28ff6bc2fb49888b8ef60cf2d347aff18c5543fb	6	6	0	0	already-covered
representation	braid:f34efd6f2aaad18fb8c03749ce3e4f4d7fb00c22d7af38cd0aa9ba0b1782646c	efc536260cf916dfa1b110f8846796c93058ec4c5455cde8a8f9183a2063008e	5	5	0	0	already-covered
representation	braid:f36fe73756e3cc26390e2fc9c259314683bcf7d14478ab56f61145fe23250f63	6f217745803dbd98eeaaca1f35acf0047d92d49a8805b7d056e77c17b88df77a	4	4	0	0	already-covered
representation	braid:f39fe897396fbaf35367de8b09cb4fc005b3c98d448855c7e15abc24df3de54b	9b3f7a7807faf4d534db8c6e180f89bc8f754c674dac937e4eeb88d2d59412fe	4	4	0	0	already-covered
representation	braid:f3bd187cb4663b43908259b99c3af58daa7f26ef347bc4659430fe804f2e4aa2	e623dab44f7c0ff9cb564585ca84c80c989ffe52d35c17515197f385b7910838	4	4	0	0	already-covered
representation	braid:f50df923e5ec69165caeffc578f41dd5e9d721f3d2d85e0fe4bda6202d78a7aa	9d835d051ed9ccbe41a52880c22a70702b2e12717d3924a1a4432333b9504941	6	6	0	0	already-covered
representation	braid:f6182340949ae3f86c1c110e8b8981cf07989673f732a9e72341b05a3f8fefa6	3ab3a0c8ec6854684d4bfb8291d16f265e944b43f91d1d625ce8b60033340719	4	4	0	0	already-covered
representation	braid:f826910cd96ba71c780ffc4e326c77028d95714f5d7f0a34d71f6c0c09c04417	dbdf757c3150c4d94e6c4935f93231a88e07941b98b44b54cd2e05ea95f53e10	6	6	0	0	already-covered
representation	braid:f8370fc1c48f855ce6f853c5cb246998ed9eb69485f58348b321e25bc2a57426	3a15baac40c3fe636ac984986e0af3b1267d40112e6b4007402c4132cbd0dce0	3	3	0	0	already-covered
representation	braid:fa3b56c5d96b317d406908cabcd9a947910a85d812a5337a2c104102d2edb8d8	a3250cbd39d5413b1b9c60257e5be57480df6303cbd03e11bf294b334e614a12	5	5	0	0	already-covered
representation	braid:fbcb5b6c67403236ae01a336bdaa0524915d2982616d14fa3213834a5436baeb	743e7f8d7656fede21e13dbec805eb29457405acf6814713c4c90e6c72a592c6	6	6	0	0	already-covered
representation	braid:fe4dcdfe77c358c4da1b021392e482febf58400573e36704ffceb22ee41e6a6b	f409856230679f78e32f64c7e6dbdf1656295cf4bbcbe42802223083013123fb	4	4	0	0	already-covered
representation	braid:fee8d88e5d61f82cd2e6ef3ca8cb226e30dadab745531792c7cb1032706b63bc	978be88d3a04a60005d6d44dd5263fc8daa99f97ca76847ccf5915ed3ffeb552	6	6	0	0	already-covered
representation	braid:00088b3dec096eb45109e378f74ec58da46707fc8f8954079f7cfa19970031e9	ff408f7db610ecf78dcd211a07831914777064a618e8b411c4ac98c52ae9e299	8	8	0	0	already-covered
representation	braid:04e85e856608f954631234dd5c8c83c7ec3c7782db133c7cb1c1dde3b544933b	e52831eedef29035ede5d320e62bd967c1f5c07ce099dbc62c5dabdcef2d1685	5	5	0	0	already-covered
representation	braid:0ce500b0811bc9b197744b8f76ed1ef598b72e800fd52bf51a17430a6152e57f	b3a20d5380a66bbbc3df2e7185375e82fbf5866a8f150288d3207a8ffe4ebf82	5	5	0	0	already-covered
representation	braid:1374b8c29706df59ca49f361cea3facb9e065f5a413dcf512536d19e433ff12b	e796df81f2663988a6acf268f3cca6bded96931d5f88229df5c443b3268791c6	5	5	0	0	already-covered
representation	braid:14bac1c23831a0a759a8532a22744f8cd2af37b5bdf91c5d67d1474c58ed4d88	dc6c209dc53a53b5f8b8ea8d45f49457ccfb875e912dd313eab7e5cd4fa7971c	7	7	0	0	already-covered
representation	braid:17829b4ddfb8c9b499f0fc4e25ad24f30623e2ad57471f9f739d4862789ef79d	ae6dd23753f784a714120d530d7f6a6b82c853d9fe18d917556edf3f512ed310	5	5	0	0	already-covered
representation	braid:192aa47132bd86226ed380ecb8da3b2e95de7f0364cc631911e7827bd71a0eae	3c1404cb057ef561f2a24cc2e6eb72d3e5ed79b5c88d2bec08a216deeb0e8c8f	6	6	0	0	already-covered
representation	braid:22ab39c067210e9b7837c9755ce70486838ed84e033bc4ea8e49c44a9ef832ce	8944005cec328610ebd7f56c6fa8369f0d6febb4751eb16cac6934bae9443602	6	6	0	0	already-covered
representation	braid:27dc54bd6cbff2e44cd171d3baf0e0a1eda239e386771dd7fece4ff0cde37e29	0da99d765b3cda4fe3a959452ef07656769539afd98826a563c49b9637c2b51f	6	6	0	0	already-covered
representation	braid:2919013d70a0bc46c2cb32cc9cdd7f542013a0912786415803061ceb3a3aad04	a489c5d20131ffd4024c35c568872516944fe51a7c875c6adddb47f9a24a6788	7	7	0	0	already-covered
representation	braid:30984124cd65553669c13d88c1d5a59c1c7c4130bfd572538550e92fb256788a	52c97824670424fdcf57b0bed3c073f7b4c124be65ab092cd93477e57d1b3c6c	5	5	0	0	already-covered
representation	braid:30e7c3b2af442d91cda07a6de8e6edea3e12f940a945c64e379f0a31bc1a81ce	eb8e68e22677aa042e50ff1c8ad2050248c417f05114906e1669a6cf45c971ca	7	7	0	0	already-covered
representation	braid:330ca6569ba2d880769543338bd2f613828cbb315d9fb2309fffdc78376ae8d2	9b9b83852b163c96fc5f20235680962d4d6679a4b998e0115f389df34b746f9a	6	6	0	0	already-covered
representation	braid:52199084ef735a83265a245c6a89adc52c8324fc9e2e06797974064b84534e2a	e78178d881293c66c6e054766e4a644bbbafc52e8c78a3466e4131b2fd30135e	6	6	0	0	already-covered
representation	braid:5415ae3ea009e52083d10c7c0838b04f90b75d97febfd964e6eefc2e44384dea	8bb4a3cdfba28ce091acd5c0641b3da1b308509bbf895315d493a875ab6509d9	6	6	0	0	already-covered
representation	braid:544e10162e92ceabdba01c1a2afd347b410509f961d6378f6f3ead6892afbfce	c26115c07b70354b150e8273188f085256c1c41f51cbc75c3b1f866c34d4260d	7	7	0	0	already-covered
representation	braid:5848415a97c6ccbe98cca475fab5bb4acd3c04803740f37b3b50a98445831cd6	63b834706b8ddeafc97c18ef01c8e08df13c56d156eb141f660d6d976ce3cb65	5	5	0	0	already-covered
representation	braid:58dac476ecd89a66fe18aeddf829651bfd12b88e260494f12903170d2d3b471e	11844db80ccc6cf170b9a03eeb58ab6ed52d642096b86aeca321c7982d9ca22e	6	6	0	0	already-covered
representation	braid:5ad9e23285fbe683c488329b5711ffd90e7e9da1bc3793a364d4b1f99994cad8	6f3068eca016cfc08e564c7aed84d689da1f6477424e20667372c28dc2c197f1	7	7	0	0	already-covered
representation	braid:5b0e1ebd389df6ddf7aa91f772315e23750d5ed19fe42bf9303bf0418fffa261	0179ffcc0e3778661e1f68d1864e4cb44380352f6c332b1b1e9a24992781ed8c	5	5	0	0	already-covered
representation	braid:5e45577f2fd87560606cf501a42593880a21fb344028241ae998e8f98f3a1717	e5d1e0741bffadf2c4b89be1049a9d07bcfc3e0d90f47df0356ae581c3ad453e	5	5	0	0	already-covered
representation	braid:5f2736a315a2cb8100df5d61ec1c3e8589213a4bfed5e89b19376ad54c36aa02	2df72ada89e02d4102394c90d7d222eb9d0c2a3513475a8d4608a11385ff5b96	8	8	0	0	already-covered
representation	braid:695aee98bbb0d6414eaf028dc05125c879b36a08514c5d93014b2e5e1acb8826	42f3b04f5c0d6094f5880b1e3c1a39917bd02aa18e75fd6af242e0a8e3dc3b26	5	5	0	0	already-covered
representation	braid:6ae32036722ce4a658906f8119851f84a763db17e8502d12dcbd59e8efb45676	53c1f4c1c9e158262e7ae02e2732ba58c68630e942203096af2fd902758496b6	8	8	0	0	already-covered
representation	braid:6c41ae2bd39b0cd9fa8a827175cd521b47329ac76bf904c68fef96ee094710a2	dc3b6e80b3fc4bf1612213e3e630d16dbdf1e7a64103bfbc6110f5c554418dee	8	8	0	0	already-covered
representation	braid:6ee5612cee9d11c54e9cb4ea30f74d10a2718493bbb0eedbfbe4fafa9a03ef2d	f55b0a6eae8723abd33da0057bc299a2c4950b2e0e89f20d5f54449bca52e0a1	5	5	0	0	already-covered
representation	braid:79aa40af5e9215c5f594489ecaa6d87447d0f0f070ea38b25ef9dcb3cf3a1c35	4b865aa2e989b737858c83f4c62a4ae9786f4bd4825e4ab248d3de9f4f8503c7	8	8	0	0	already-covered
representation	braid:816efa0b2a1c3518f65c2b25409ffaf4e0340a03942aaf81abe6a8eb94ce650c	be2b6c8aed00617ad06bc9ee3a9103488cdce13a154831f0cd49cca82c121fef	6	6	0	0	already-covered
representation	braid:822a4843ce9b05ff08623fa0700b435e83a1b0cb3eb63954c197899db879a707	2fc5da3f88bf001df9dd5b2825ce94eb4b67458fe8cba0bf46887703725f5a3b	5	5	0	0	already-covered
representation	braid:84905c44a7a3131144c9478338ad997be0a3e29b76458aa2ac2b962ca2ed4f9e	bcdd794807712dcb7e0a522b9dfee3688ec8ffa9feedb4cc880fbf527f3dba8e	5	5	0	0	already-covered
representation	braid:888b700623874d55dc500f570f42747c354299590716d5260ccbbd6fa1ca16c5	08c6155e38e57378673c21d2fe262d8a58acc11a5db9b4eb15eab9989cb7ac36	4	4	0	0	already-covered
representation	braid:95b1823ce4f7916a74ff944ace5d220491e30a805c59b164664c6b787474b276	5a6a44aaeffa996c707a1871612adbf9c6fbdbd392b9248d6f2c66038d2973b2	6	6	0	0	already-covered
representation	braid:98086631a827c5aa57af6a80b2a76d55d808d2857ba067fbe954db1b9eb0c257	bb03dddfc2e777d78ce1fd2d201c709672d411182e12525a87a91ee383c789be	7	7	0	0	already-covered
representation	braid:9be434575ed20f606a7a0a917fc2713f5e6f2f1b7fcfa3d2fc43e49399b261ab	7d4bda8c89e9206c335d985986b23814e60da30a44168f1edc4b4e7718e49860	7	7	0	0	already-covered
representation	braid:9eae9d6ba99c14aa11c4020a512ff7820c5d445a70fc69f70eb249ecfd9f871a	b77c2d6ff796da08bff84f8034720e1c82d21bddd91bd1367809121e97de82c0	7	7	0	0	already-covered
representation	braid:a0f713f84e013bddf668d3c6a5120dc33b3757b8eab6164657064292707a8e43	f790a6f8f6ede38908473739362edfd7700846d4fffd0a0bd0dd34726d081f06	6	6	0	0	already-covered
representation	braid:a7bf4bda89aa353e8719964cc5d392e2e777217995edd5874f3fd3b4591936ba	82c2035a9ee917d992dccac38d836699e80fe8a8c471e6936afec132f2494125	5	5	0	0	already-covered
representation	braid:ad2af5508e8f9e919ca1d58904fb98a6e9bd665d0d20b8e1022c7ba112c562d2	aa4aece3165a7140ff23081738641b2e54d94d45a745c9d005691fb73c1d3caf	6	6	0	0	already-covered
representation	braid:b99cc6a0a71d321c8d32fd204ce6303d20ce114cc2a0bdad8036c619e7acaf22	6c5fc3651526d0e91de76c26c46e0084893635861d23811259e75e3da229f65f	5	5	0	0	already-covered
representation	braid:bd43bafe4160cb5cdf69dd74fda256af918086023505915a05326e86fb57cd8d	539852d273d9cc9d853ceef9fe97c930221694ffeb496aed849c2a2608f0de14	7	7	0	0	already-covered
representation	braid:c257a38f0c380a1e065c90faaf7cb341243855c90f29e8afecd0d8b00272fbfb	11c9b87c8fe28b18ea38692012099192dc59ac53cbee7fc7bfd49b95a1901a19	5	5	0	0	already-covered
representation	braid:c47fe6a7274e45deb5edc07e2307651cf3106a4f20343a07c2344a5af9828a0e	ac8f71f778e7c6ade2b40923fcd88b8778da3f0ae9cff3df20d574ec4033edc4	5	5	0	0	already-covered
representation	braid:c5daf6506e41967bea5669464cb41e60d9ee2535168e08b949ba180480fe43bb	468227eb6c859f2ca5fa108323f8406dceb0456b26f8a4009b29bb34d547a6c4	6	6	0	0	already-covered
representation	braid:c624e7b13c3d0c2465118020adc2d1b058b82d6218b8babdb3ffd0fab86a1579	c67414f85ecfd353962f4d3774f9c83728ef4dad6d807edde6b6ea8d2f886bc3	6	6	0	0	already-covered
representation	braid:c9abbcd93009529b4d298ac6fa56840f898338da91e7646de4490e3ed5bd49b3	9e2c8753dc621d2b68a41573a48fce5b5afc31932d909a1a777f92d105409573	6	6	0	0	already-covered
representation	braid:cb81b568bcc1eba4ad2baebca087f41240ab49e05a3d6d1f90ffc653e836b7e1	5cc906854b37e1a5820466250d9374287bee3b7cf66d2eac02cd4fbe2acd9d5a	8	8	0	0	already-covered
representation	braid:cc51b5a46de9414df255a2294a059f37fb2d4d9df8712f8cb0e68d94f7480d48	a024f5962569213fbdc558283086f52da8849aeff44626ed576e30ce65600f4d	6	6	0	0	already-covered
representation	braid:cd352c50ca4e7cd58428ad510cf834400e6532105c78e8213b11c2eb9b568eea	0ce3458196e31e0f4f06944da62f442c5c420e4551d13e74f80e5a7951727789	6	6	0	0	already-covered
representation	braid:cda45bfae451096a268f6b1aa33ffab66f222037999be2fb02b9fa694c78666b	2d63b97229650717841a2faa43d6c25d236e8c92942de999bdb97ec718fe1b0e	6	6	0	0	already-covered
representation	braid:ce0cc3fd434440f20c1c8e8939010a42d2aa506fce7e539a593c63c294e37957	20d5bc60c20c4060674546252be427a4d2be8c5217a62bc32e0c450d6066c90e	6	6	0	0	already-covered
representation	braid:d4d4ee02aecd33d4177a083f7de52e72908ab86b498b28197065618f3d3a547f	71268913a6cc6acb4f5a872433f8304b096ef678608d2e7dfd5c8c4353590fa8	6	6	0	0	already-covered
representation	braid:d4fd43f724640080b8e775c6f9a5e87ae0b39a1ea1ca5bb1fcb655acd7acd574	eb97f5dc9355c7c708f9605850f675046f3d4c5fb9551997dcb0441629651bae	6	6	0	0	already-covered
representation	braid:d65f113df4a791121fba5278d07bce406ef7d95f4fbb03060bf358f6723804b4	b845b44bbb827053522a4487a6f6ed1600d458e8ffdced89bf0ce8e9cc02b2e7	5	5	0	0	already-covered
representation	braid:d6f7f1734dba10b1323272f07db3c23d5fea45ab971081863b8e5d4a4378b129	ef1909f94f12686260b5a6e59c3877a7e5bcc884f493427242d550ef852a6ecc	8	8	0	0	already-covered
representation	braid:d9c472e343722e39c7e389be0c54a9e5b28794a070a19f4587637815bc73c5f2	e000b0040163c322d9a18fb41502393262ac4a4b2e7c74f344f3033371356563	8	8	0	0	already-covered
representation	braid:db298ed72737a6a489e98b187fe856d945a80fa6fac17573c9902734ffd0383d	31ff2595c64e5599003a9cd289934c01f778ba6d9e551ad463acc469c5c56e69	8	8	0	0	already-covered
representation	braid:dc2f1d48c0f5239412cd24d59de7bcdaa664109db1befaae21df568c79d7599c	226962f3e3cc8f553eba6d0af9d010e8bab607f99d57174315ceae4f992a3ac5	6	6	0	0	already-covered
representation	braid:df8cfcfb957be0f3ae3c88ab6eb302bd8e48af83a36d957845fa59e4ced8b856	7c389ee09c4217d38d936e4d438f3b3f3c8367532402d4a885a151801b496565	8	8	0	0	already-covered
representation	braid:e2cfb3c8956739b60dc2073dc72a22c91d04e5536055d63d32b07a547d8aef66	b02c6446088c79592b6790282e29ad738a809b7bcb84f03b5277d768ccd10a19	7	7	0	0	already-covered
representation	braid:e712f604fbc43cf3f7042cec0a0a69052e09b55f2b44bc047b4cf69bc73ca64c	432f9f7ba5d5d451fd95b2d7d6e8fe4769ad9ba4217b60e831d135313e4e5f30	6	6	0	0	already-covered
representation	braid:e8b050e4937632549ac59127443a3b5fe637038efe11c6c50682b79d7b8a591e	78fc02c86253f1d27d4db28cb9d92ca81e00395beb374fe42862a7adcffda826	6	6	0	0	already-covered
representation	braid:e9290ab906620f584c13a319023a54b7c78953cc0f744adfbd242d0f6146888e	a023763f7ee52b84b165b1d107d66aa1a4a3e5f51d9cd5a89b2b608edf4f1bce	6	6	0	0	already-covered
representation	braid:e9b20fe60b872849d231acda62ee7edf54e37a2c2ac29ec56f2b6e23cdf96253	ea8692fd941831d01a314156aaf2c7be1749af30533b804bb64d939e8b7890b4	8	8	0	0	already-covered
representation	braid:ec63060e8357f456fc2f278653269b7c4e42a876d4f50804fcd829fc3a47fb6b	3d9017ef197ebe8e6b4f620e490e06506a2c874938ea28f030bbd2e5b1e1e005	5	5	0	0	already-covered
representation	braid:f38eceb821d12b29c1b0d474c627cb30b6b17ad8aaa25b707ecbb6f2f6f34a3b	8912129f5c370f7ddbd701a5064446e038ff73454c1acca29b973d6e4701b5b1	8	8	0	0	already-covered
representation	braid:f9515980118a88f75cebe20d2b0974ac2a36a0ccfeef4775426b23c365535c2d	14efc66765d5f7fce3f1ddf0f07321745c11d702219fbef474d8fffba26d1c78	5	5	0	0	already-covered
representation	braid:faef22ced88608d94ba16fb8893031eec73af8b227e5afd96bd413cc983cbb72	ef681a4c7f6ccf2d53dceac0fa678be510494bb4c73781df336b559b4f1665c5	7	7	0	0	already-covered
representation	braid:fb25f00984003c5f51aaa7ddbde7e99e86449c7668f798244a53111e58adc178	429b84b23996ceb839f7863942b267a7f482f396df6b3d11ba57b803e826e10d	8	8	0	0	already-covered
representation	braid:0081e74dc53517012ed66070d611393f33ca53c5a2ee442ff76119045e4e5915	d6105828f0cafb9e60b8e8f935c9b8a083284b0e950ad740dceda45a87a13a62	6	6	0	0	already-covered
representation	braid:2dbbc43196a8885af5d5e8d914f5cf64c82b1b894f13dada1e8a819377afe6b8	054f755d6be096c6dcff8bca7e8b3076fc7fca295c5b89063e7e76ff07082ffc	6	6	0	0	already-covered
representation	braid:4bc95fda307d498f6f1521e21d7ce72bd0f4b0eb9b18bdcc11abe458f01790bc	c93903a1fae0e8c122e042de140d72efb6ba5fdcdf4dc999d3a40cf6af045e50	6	6	0	0	already-covered
representation	braid:58a80be0c3d3509cc696755dfc62f8110d668ff8a74c570fd5ff666d8cc26fab	3aa68eff0b6217df7d70d802063cf7840d77c7f898389da5ea2236653446eb0a	6	6	0	0	already-covered
representation	braid:bc35df6af639e8ae563de6625cee9e9c61905eb625076e9194421778afcbd97d	faba857fdb2278b3eeed02d73922496590353e61914d661d4c65903ce2b11d3e	6	6	0	0	already-covered
representation	braid:cb8114f4d96c97e7c70201086f5e72bcbc034c82c259c11f35163d2231d91c71	11a20e76364846add9aa0572539da7da375819a38a67010f5306bb87e199edac	6	6	0	0	already-covered
representation	braid:f73240340b4415dd6feef795d17e4b5f54b8cba8a12da980ccf7adf9e078382a	e21a062a14b1e9ce41dee719baf973c2893ad69ccfa6fc122d34b95cad5dfd7d	6	6	0	0	already-covered
representation	braid:02639eb00b32c0c909afbcc9def4bc325265a56ea62a65a047522da5b85d5ff2	775ccb1adafa56dc9a9fe578b2b9c8b23c561a8e3e493a8d6da0c382bade0424	5	5	0	0	already-covered
representation	braid:07b5e74f65076f669e2b17cfae262dfd4a31dc6d3ec01efda43f5aa511b047af	3ecab26f02fc9002d888a766ea083c80b0d90b1812ceb1ded35aafc83bb9faae	6	6	0	0	already-covered
representation	braid:09c974bfa908c9077d7d3cc057e094df468783b3b70510c83d09f2d3554214ab	cdcc726a6ea23b6f5065e3229ee02df7022addb57908ecc1c1488cd21bc55618	7	7	0	0	already-covered
representation	braid:15b07de5d8efab90350e4d74f0b94fa65ed9febdd6dfe2a4129f0832e591bd60	0bb6e1900802f50cc66e1133dcd227e64b0fd29e20a6c069250a2ff22efef67e	4	4	0	0	already-covered
representation	braid:1e0b8f2c7f1ddf0fed1d9e63d361174916dab0850ac56de8458ab43411cdc32c	fb6e7bd2111e5ae339a55bf918a134c627860c69dc43ff32b0be26321f18ffb5	7	7	0	0	already-covered
representation	braid:1e6e5314eb8a14c10745ed7bacaabb61c023e2ae5211d4908374eaf1856218be	898a919f300e81f660d016d2f9d658c56e6c68182e255601612143a2a7f05759	6	6	0	0	already-covered
representation	braid:1f5de396d0f52225620bec4462e0f959e8633ba7d5ccf2f9c1bc8f09216bcb16	dd51e11df14b9d4dd62b778880420349545453533596cc683ac78e3b8301283d	6	6	0	0	already-covered
representation	braid:20c4f1fd48e0ac8e6258cdb9d8010f44c015335259d0eecc2a7ab0aee1c45e87	2e20094940aaf49f55b970716463a415a6f2b1e2b5338562330b4f6e1d229870	8	8	0	0	already-covered
