unknotdb-rf-descending-import-v0
snapshot_id	32cd2e96ddab2af3240e7572945735218922b31cef61cd776d4a1a52b2ff5ad2
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
range	0	2989
policy_limits	128	32
representation	id	stopping_key	old_u	new_u	cc	edges	status
representation	braid:85de491bba1f5b3c089d5e9a113022f7033108d145327651c6300922e821cfb9	e080bb92261e9890350e345dd67b941a0f08211d4c0251afb5099bda0e8d4d69	9	9	0	0	already-covered
representation	braid:86ed2742e4c6f8f72770506c35121d1b1733aa44ec0cef0c52baa090ae78b773	950bb756a6199ddc06992502d688a3c7728c4adf303ae773b2c0cccbb0360ae8	8	8	0	0	already-covered
representation	braid:8918db7dd73d34f9342b7a2eebea7a7bb64053c19ed2a061b5aeb948cf3a8114	a80ccf8e522b253959ac5994c02950b8751a252ef22bfd28f50494d665b05765	8	8	0	0	already-covered
representation	braid:8951f15dbd6c63c4c32363be18ac31a559fea32287037e759f172f0ac8c11bac	b87d96b742292e66e9f061d285590212e06d1a761963644a9d6c3828debc0d7c	7	7	0	0	already-covered
representation	braid:895d380783dcd0616162a341607b5324469afa32cb94086cd12bfa223d49bc3b	20bc9570a38e5e9fd0dea14365b296538e5df989ef3f843028e323957308a953	7	7	0	0	already-covered
representation	braid:89a625bf3db35bcff8f4df05e51f2e4f32863405f8a41bb605d89680c1262c1f	9ecf4a0c7431f6153e4d9dbebc1ae40b4c7b01a4bdf55d148a65006787dc37b5	8	8	0	0	already-covered
representation	braid:89df52a6435968c9b54fc11a2a2015999b76e8c9086a0496d8b89a92609e4398	a73c8a0e2825ae2272d0b2cac5e17c5f5b2fb95cd612d78c15f7a55706f78a62	7	7	0	0	already-covered
representation	braid:89e459c607c94f0f9c77228d82de0c4966f4564bda01cb54a40b4fa019bc6911	d80a9d3b72e419deebc4316fbfa3cd8137fab4e319fba3dd20eece86bf6546cf	9	9	0	0	already-covered
representation	braid:8a2972517e56d6dde3ec65bd1d819e65072c1b49dd103dc8aa1043189e848e7e	90f50aef58f601f1c6245e09b0b4e823b662c2d69652ebb1e99213123ee5b483	7	7	0	0	already-covered
representation	braid:8c0ddab092059a8d436c59a382c50162cd10c1e31c1718bd5202b35ff35d7291	9856744a57d703afbfe9bc69e44fd0565f8c5c913e5493c7d87317c2b09e9e00	8	8	0	0	already-covered
representation	braid:8c35ec9e55067d7b8e694329d3b6237d5eec041fa1d5243d818601ca96a225be	3e20d7abd3465aff241ea822ee616c3d0014b35ffd90ccec8dd5baf5961aef0f	9	9	0	0	already-covered
representation	braid:8d571dfdc7ea52da141cd157db2275d24849f65c7cd62ca1f5b288a45ae04b69	88c0b9c848ccfb5ea8574b31303ddd9d998bccc0542bdd43e3226c0d26dc2020	9	9	0	0	already-covered
representation	braid:8dd4f887b273a388d8d2495a99429a4e5f0388f9586a223e46254d84b992b6d9	71a99f90ec258558c06b5f79c0de730965a1596ee4e9b0953f2bf48445bb0b50	7	7	0	0	already-covered
representation	braid:8e5400e04c56782c2e02dc71a573457aad6a1176190ad1874f13e0bdae2d64a7	08220a7eaf952c3e6ef12fcd77fbbd03170bd94e23a8907583f7b0345765d144	11	11	0	0	already-covered
representation	braid:8ebfb647d2da8fc88afbebeb046f1bca60d52156d2f62c54152346f22410d645	355d8628ae8093ce122281382f386af42dba2856134b83e1c06ef77f8dc344f7	9	9	0	0	already-covered
representation	braid:8f6b75cb2ec83a74a69576fea65c4cb3c5ead456da876d3ce61b6560b3f16ce5	6739b232e21109a05f14f7f9dd6a237940b9d7167c81b00bb3e7ad0ed0abfb7e	7	7	0	0	already-covered
representation	braid:8f86e99b2bacc4d84bba93184ba4ddcf83977b8ce98de00454522e6eebfbb966	f1970db9784989860bb4537bc2cfe4d8af1f04ff5014be1e65a1b4d15db865ca	8	8	0	0	already-covered
representation	braid:900cddb40fee580fb19f5711934fe167685581846199ccc7663bbd51f3793518	3d1fc7f5bfc99f5a936d038a1a3b5511a664174d8d2bc08b9c4769b0d59d9dd5	9	9	0	0	already-covered
representation	braid:90ac4cb133a9e9ef403c034d253b00389dbb211c362a74d2dc4730a6a75f9062	803bf39879d5d8ec55d658807502166f715ecd9b3807182dea228d544318016c	8	8	0	0	already-covered
representation	braid:90d8b9e8180173d6af65cefe4448f73632fc693df182e3dd062228b20e2122a2	ba94805f4553e43df07d6977ea026c34055340318c28ebf92adf5d1cd31e5495	12	12	0	0	already-covered
representation	braid:912022a2d5d5cfbcb28462c72c2bd57668161db0df3ba0d0b16637ff27abef75	5cc44ae6d7a2370d87d24ba5ccd437cc6cc297a7c2f5169e05a5089c1954f8a9	6	6	0	0	already-covered
representation	braid:91bcc7dd74ef8b8a6b22b8f12f3e4c585216f71078e43ff197c7325cd0da7cf1	e31d990cbbeb1d8eaadaccd323cbc02e5c85c7a976d68d5e173ec932bf926659	9	9	0	0	already-covered
representation	braid:91fdf06da768360984c51c928cb5614c24393299c9273e2dd242f8a8149ace84	3faf335ac34a005335a04643490b59d4ba4dda93a3d103ce4e793d14f54a31e7	8	8	0	0	already-covered
representation	braid:921a355b7cf6b3b02db7a0ee4e9de70302e5579bd26543529a4edae6d80de53b	a964d6d59a4a72f625135c9b9e67abcbc976d9da261773442f075bcd885f1749	7	7	0	0	already-covered
representation	braid:9233f6845acec8235d6012f75bc5a9b62d0791af94c369826331b82acf5a4782	1701708c9ab33c441551ba23687131283b13ba1787917d5e175c69a6fcc78fa0	9	9	0	0	already-covered
representation	braid:92700161b6389b638c969966a634fceda32b60c1cdcec186dd90ca0fbdf34b1d	eed201a519081f46efbb1ae090d6bb86f17e874de796aa157576d8a9a56ef7f8	7	7	0	0	already-covered
representation	braid:92fac79dc0750b5f1afc82eb2581bf065979d7c3f793e5ca2a0ddc271c9cf366	c77f5bf31e27924dc5486980b0545862afd86b5aadf0e6c5ec827f1c35368a40	7	7	0	0	already-covered
representation	braid:93afa1983fc494b05cb68c36bd08c991b359e6e17e6b1702c56a9045c6925127	13c69cfaaae409069543c62c44efa16d932df30c84fb6edb8b3bbf0580ff2605	8	8	0	0	already-covered
representation	braid:93b456d839878c1370b444a3326a35954724e53c15fe99aab6b2817f0a7fe3dc	a498363c9b24c189d91b8e5f7fdcd49842147f11192a56991c7ef1465a76887b	9	9	0	0	already-covered
representation	braid:94eb1ce4ea340158ccd1c964ac929bfa21eea13c10cedd76fdc122eb1ac9b906	404f9502d3841c36faccc0e87dc5d9f4a0dd3aba30f342950a61e73e0fe1ec99	11	11	0	0	already-covered
representation	braid:9651fc862c6bd88d3399b56de9a0a9b05546c288fe5a35ea76596143bcd24a9e	87e9f30c80e5dc67f46924ff7992d4c7d2d9a216ccf281dd341894899f2ddccf	9	9	0	0	already-covered
representation	braid:967ba35702a0bcc9e1f9de107ef16fa3935b0b23d1c8a3e070f87fbf4b8f1460	7bd9e0ad4078afe974745c0fedf0882c11a529ca07a5b36e79923a31eb09098f	8	8	0	0	already-covered
representation	braid:96a70fce158846809ef623319a8b79056457589c26f22b91bbaf1d4968fe2058	8ab24295837262f35611729eccaf92b48efa91a859642f2cd35c981250be5220	8	8	0	0	already-covered
representation	braid:983b3fc313b6174bd4d8e3d047a10348484cd1e5e70826023e6d525952aec849	e0c7625359357c57c3742dba592e6212e25796936ae78fbdcddb637dfbbd7fb7	7	7	0	0	already-covered
representation	braid:998c7ee8033c41c48334e541195055904879059743fee4997fa855facbf74cfa	1582ba5abb14348c65d864719cbc7694edae7f01652f80d50a6dbc713a32f88c	7	7	0	0	already-covered
representation	braid:9994ae84df2efeb24d1a00927c63a65c60fb95e77e417cd4996000be11816bf1	ce5bf412c8cb21c67ccb8abf949298fad3abfbc914435e8b2fed1c6624716879	8	8	0	0	already-covered
representation	braid:9a242566381b0f89a71d9ec7011cb3aef76dd444477e23971a3aa50785c41052	42d92ffaa768e946ccda7b121aee45c6855fcd3d1c34ab0c386d984a7b6a235f	12	12	0	0	already-covered
representation	braid:9ae9be706d24a838d958d4372b67fd2ddd2b05b9bb7fddf65ca0c2d344fef4aa	db42e05d6eb39fbc7fdffc27ea0bcd97caa9c97be35f53fead0ae671e45a29ec	11	11	0	0	already-covered
representation	braid:9af9b12d482574e88ad61798e32cf205777ece34c20394cff428c611a9c88b78	c68000bcb52b41ecc537b5a116b35c136b7a32a33c9e1dee368ded71e6a66e0b	8	8	0	0	already-covered
representation	braid:9b7329e19ebe0422dba67b91b64f43d870ff172fa7fc5aa7ad3c2c45e32e2f65	196afce529b785c7f9fa567f0e231da177cc2abf9097d92a4ff2bebcb43bb7bc	8	8	0	0	already-covered
representation	braid:9b9cfeec231c67b24b5a7603a6463875a301767120bddcedfa38bede896db9f1	a8198cbbea6c1bed9dad0f4cef52377870dfcf5a080ed59b903d7f6115be4eb0	10	10	0	0	already-covered
representation	braid:9bd4ef14458581dcda95cc2eb38954030f0a4b9b2efdc851c0aa17d215065a71	b7b1f2ef7620b79c3abe2d35269d940e814ba8e17c2b8704109210d85e488da4	8	8	0	0	already-covered
representation	braid:9d03435e70995e2404a671a22838c21b09d6d2dcb5bd3d53915fada1ee7309b3	646713447194e3547bee16e7f7ae418c2fd019ef3471ca1412731f139bdc53f4	8	8	0	0	already-covered
representation	braid:9d39863aeddcf2cf07f7477675b16f716aae9879ec6f19fe9dd71ab22699839e	ea5300b01d69f65cebe271f0ba6d3fa91b34720146ba567f99fc17af7052420b	6	6	0	0	already-covered
representation	braid:9dd7e0a1773210055d153edbe63c798cb8b84a6c6a24915031f05bf486133a8e	8aea8acbc28bb8e0bb1b3385405331b188a60beb31378805caabe93638111b4f	9	9	0	0	already-covered
representation	braid:9e8d0354ddfd93e09d136cd6320fef4ddeeca59b51bb13f60e95837a5eb1cc55	390885e167331d82b47c975c2bc07713f7ee148d7a7df2b232b794b4c1bc25e8	8	8	0	0	already-covered
representation	braid:a1037090df8183c1317996c9042efc535941829afebb3fbf0266937d24f2d9f4	4a617148b02c3aa7f7f7c0a6e5cf90e58b9c966559be7805f928a00175034443	9	9	0	0	already-covered
representation	braid:a20048f022729c2cad46026ce4738e0d9e6611d62b186eb0d3467938ec4086e1	3cf479cfbde79827e0a30b8c29eb4bb4d2996d08a6d9bb9284f33059c78b35c0	8	8	0	0	already-covered
representation	braid:a340e0455f916aa5c1c5000f96ad5229079ab5108f8f0bf64e5cde1b960c335c	208f846783ea9876545f8b46c44f264bbd1f0ebc8a40f23ceaf566ff955d10cc	9	9	0	0	already-covered
representation	braid:a4c294aec2243602402490e77c219256b1b4fe3d2cc100c6f9b846f11d81087f	6c5d92ae4c139c8edf1e837ea390794565a49eac85c7137b8b26ef9d5f35e5dc	8	8	0	0	already-covered
representation	braid:a504712081a756a75c28687fd9ece74a73269fd7ac22cdcc6466f3bda806a84e	224420b08e0c5cc9c81cd49566db62f1b8c631f03629cd3dde88220264582579	9	9	0	0	already-covered
representation	braid:a537840116f4afca932c2b185517a850e17df3a8b1ce8d31ec2ee48a696b8895	83e08045ddb577a2c16512aaf2632eb597f209f57cbc4bbe279f936ab2a41d9b	6	6	0	0	already-covered
representation	braid:a5a99a1a6c486b0fbcca12164366e5470ce0a670039a6644c1b3d26c6ea1fae1	016c2a8c5c1e2e6b42e8d9b6b31daf0335ce58e26c9db8042f561e82ebb68cab	7	7	0	0	already-covered
representation	braid:a5b2edbbbe8a2b3d42f3aef39fd54145b830c6e0645b9c4f767afc9a361fa2e1	f7244d25813d112de15db0f78a91fcd7e2f1a84d9d16ec0db5f6195886c46201	7	7	0	0	already-covered
representation	braid:a63423dc90ea4645b366ab87b277c5cfaf03402c119aa92fde2f280d324b5ea2	7d5c20f36ead8d7318dd8e0abcb0cd2041188c05770e1747dd1bcd8b5e34a9f3	7	7	0	0	already-covered
representation	braid:a68b3974290e838135e517556723990155b5086802994472ae8f6cc9dcb1a57d	3568e59af965a6ebd62006ca4c3f528099aabd4083b1530615eced956255a2ad	8	8	0	0	already-covered
representation	braid:a7b6230b8446b3315d0e08531695bc7476fccff307c19120bd93dc0579dbf01e	03e476262ae40614ab23a8d57d5c847887f307595756efef6b29a5e7f3db2586	9	9	0	0	already-covered
representation	braid:a80ccc2f41979b227b23fa5913d50c450b4086d44485483a78054a1fdbec0399	49578ffe3611f0117e6cc54bc8908bdd63c06c8bcc35e8c46c3d515e440b5746	8	8	0	0	already-covered
representation	braid:a8fbe4399cc929c045324a236eac5deed80d2abe75e6b5fa133f7fe3f940fe5a	a58f3058b34f43c20b59d02a7f504f7fd2b740a2caf8d6fdbc7ff0c73ae1b805	8	8	0	0	already-covered
representation	braid:aa28f41de10fd6bcde4db3290d2fd984b28b6a21f619c8be36854fc09a6a9f34	6d45f0d762a84426742efe620796106bf171b1c947ce464c761eea84271d991f	10	10	0	0	already-covered
representation	braid:aa79e6f41c4ade52004a41242e1f3268d048beaa71a14e5e8ef03e90c5021853	af3ea67d53ff1c7f2e7bd6d0c277d96177035f77d417979f4b5e3553038bf5d3	7	7	0	0	already-covered
representation	braid:ac4a9b6cae32489554e1bb7842f4a43f264eb3895784dbeb6e89065133fae1ee	3e404f3ef2e9984640f293c515230073ecb253f1d4dbbd9a5e92b24e7393ae52	9	9	0	0	already-covered
representation	braid:ac57a368f33bdbf53b95ddb709d239c05a6395d8a8e6e0f089a810050cf83627	2058d519bc9f855616bf7148d110ffc9417243fdfa243acbaf2a894fb761c9bb	8	8	0	0	already-covered
representation	braid:ac6ea5925e23c7c315eabcf51d0595184e129e30e9259a7e90f389231d869a8a	620c4c458a1f08b45baef97d7b412f8601a1a34d8f8215e6a2efa02717abe005	9	9	0	0	already-covered
representation	braid:acedee0b4ea863cc407ca65c44052bfb8792817641d292772f1c54e456d747b4	43e8dc7e17b3f6e45526105d529b345918c563f43cbdaafb0af1cac579216bff	9	9	0	0	already-covered
representation	braid:add0e2e23cf5f037b841763e26c38f80f22d97716e95c6aeba91a13fa130b078	6c38e4ed07f82f672fdefca7f0d53a2c7c5339ea092907faebceb0e746b12c9d	8	8	0	0	already-covered
representation	braid:ae5890a3ad1267ec194f626b008ac97d70a143095f2517d10ea7c98173fc555e	e643956c9f76304c1b9ce24119bc75bcf1cc02934f4f0df22170b0689f1c4c2d	8	8	0	0	already-covered
representation	braid:aead3bd2067e699021275ce7d0ab4f722d8c9521373ed25f9c4a3d5559709c2d	eb095795d8fef5930f9476395140730f75353f2c7ab4aa85cabf81ddbd687f3b	9	9	0	0	already-covered
representation	braid:aeba5471a6334b34884c3bb83dcb73912728800f41acb04e98fab27ccebfafb1	aa58515e3b8f8c72ffa60195fc88cd5a0436dfed5be013c9594bb7941e0534fa	8	8	0	0	already-covered
representation	braid:af40558c052b30e85a4163b2d440692f2885f617c565ef0761f7fae6dda57211	e987a58aed6a11d56c9bb3697fee167bf8f05a9adf98499540a7cfc589cc4442	8	8	0	0	already-covered
representation	braid:af720682be9c4f9f4b019a97bb5378c3bd387e40212e3eab3e1cf9ff4833ff91	03a70794c6e40f804a196d113c2aa5e7a806eca1f0bcb5d3711e110000f0ad55	9	9	0	0	already-covered
representation	braid:b03293adc89a62aa777278bad9610c68971dff0a2e43470ad760a16778290f14	c3d9d2bddfea6521f721711a0f16ae415ab62b74cac3eddaac7e9b6a3991c1a5	7	7	0	0	already-covered
representation	braid:b03a09ad797bae5cc5d58a922108a8b257af931f6e80c4676157168ec0a80488	99e8df8e6feeb075236a49d3a598c521ac00e7c9ec35fba6e6739cccd735c640	8	8	0	0	already-covered
representation	braid:b03e2d1cea5014bc94c7bcc384686902e1940f1dfb50c1ddaf557cff39b6aa5b	ffee9715c70fbac94ebe36eea34cac05d6335a0e6a43aef41d431161f2b09207	6	6	0	0	already-covered
representation	braid:b0611af439ca746f2445d09fefa447003353d97f3ee87c4d752849a771b90b78	4ae17f0b3e1aaac80942e6f7d9e1d6e01e564bf58d5e7a99112a47dbeea06862	10	10	0	0	already-covered
representation	braid:b06aad9cc5f548b47a4f738beaf99aa3aff158a9695ddaf6afd92410ebcdbdfd	5cbb002d9bdbb2c2c171b7c4abace09f0bf58dc90394c82fe2648c6041ede9b0	9	9	0	0	already-covered
representation	braid:b0ee0b601776ab7aba503133fe9f5ddb075a7ffa945e429a7d8fa34e67e53ebb	eb44d4e0d8b7064c8d565f9c08e7dc85860e44b9c3862a4bf5e25c59e1780c7e	8	8	0	0	already-covered
representation	braid:b4a2236e31c6d90294c08b73b722d292d31c9b76b7104a25ed985aceef5d4906	f3b26c365e3c54c5815387527dba49175ca928264349dac4a78bb185d1fbfbca	6	6	0	0	already-covered
representation	braid:b53570f30efa36df47a233ff5f513b9cce1effad5d020caf3bf489579f92516a	f00857995b76c5c018cd18b77198d16e9dc560f8d3ec4ce86a935a32fd038d7e	7	7	0	0	already-covered
representation	braid:b68f40ead99a95d80ec3ad603245ddd35df7ed07caf6719a15e120eca1da1e35	81043b74eb68174323572f0a0a71827ae18350d3d1d68ddf1df2ac7678b5aa27	9	9	0	0	already-covered
representation	braid:b6a879d00b3ba4e840c19d81d1e2b0fbbe8a14b70142fce957551a947f0513e5	f15b6f252d74ef6c6da4e9d08b8e977e70123f342169a8baf85ba7a073f54554	7	7	0	0	already-covered
representation	braid:b72a5f60d6a03112a4dcafc3ce243359c80e2912569ae395cb650653c658d443	aa5f6c26c4db742433e94a9c7fbf14fc3526546d59bf7e0b7e0182115dd6f143	7	7	0	0	already-covered
representation	braid:b7a514d1a40428f36419af6c0cad6f98de62e622e3bb0a243252429b7acecc30	4945f5ba71be478fe374ec2eeebd96e83956db4e20f4ac8f9d061b3f379878a0	10	10	0	0	already-covered
representation	braid:b7c19960d80d6985e0228e804680ed0a726e98a2831e052c3de08dc6e7ec1785	bccf60a17811bd2b3241a3e5ab64f96d6f77ed4ddd647ce14337db2e3efdbaa2	8	8	0	0	already-covered
representation	braid:b8acf90c2aa81be5e95a506c6287e88994794fd7055ce0d37235b02befc35df2	6d2099c312360d2552e19fd4d6ac3e0438a9ea63e8be0ce408b9083f37673e13	9	9	0	0	already-covered
representation	braid:b98b52a3e18a1ac075b212c36b2b696071374e548fa7c782a036f5d4b4f01e28	8bffcbee9a91287969126b0fcd595bca8cee9de85a38de66df32a9d6ec37686d	7	7	0	0	already-covered
representation	braid:b9d5f3731dab3937ae75de5ea7a6aeed10427dffaae32f131026b06aa397f814	fd8d8e638a36393f09c5e31616dc7ce15d050277c3e3ddd4b84995332ea99e73	7	7	0	0	already-covered
representation	braid:b9fcaeb1b8ddbddff156d06d80e9f6b1ff55de227660e09f1713fe5d5c0e5299	1ef619509c2404fe819cfb954b9f236f3f835bdf573fde5f3f799c19802430d6	7	7	0	0	already-covered
representation	braid:ba552b4cd12f539ec31d9f721cdccabdf42aa66bc8b03a146687b01303307a7e	ad89d0b003cb066074b61512c886b4df8a3fd4776726eed3f8cecc035621e9a4	10	10	0	0	already-covered
representation	braid:ba708bd3b90122d64b2ab38b5258a7255aefc0b960c7a54ec252d4f7f284d285	2b60723df0f57c5d79251d5085d84a3634cecbf79ca79834970dbd8cc62e7b98	7	7	0	0	already-covered
representation	braid:bba488ed25a7b43aaf43963953d961274bdfe67ee6426eb1291537ebb59531be	770ae30b9ba08a28538b542f0c7614be80a991b8fcbad1a1698ee06627ae2897	10	10	0	0	already-covered
representation	braid:bbe0226bbe2176ce2726e1521739dccbd925ab1e5c6247bb8c7ddbc8d3f3d1d6	2588514ed25f6cff5e07e3c30909d0c82db081e15432bd57433bc3df810a2803	8	8	0	0	already-covered
representation	braid:bd9231d74d73886196b6f90926ef04bcc06a5af24a71e07008b9d742877043ac	d08835af993e1734768a5b718ef867e91526b761715fa1166e359fb2c58d5fce	7	7	0	0	already-covered
representation	braid:be21a9ea098b3354daf4c130bb5e2c4ca084c9e90ad0114162cfbea58a808f0e	8fcf6f9d2ce8cc2b1ca86b9a4d73bebbbf60ba4c928eecb9f1cde3f77fd4f48b	8	8	0	0	already-covered
representation	braid:bea81f3a9068cf00cd4235d99d12cd4af37ab6a353fe7be4db84deb9f9e17c74	566e26673ec86a5a07794285db74aae3a7e830fcf225cd7af265a0ac7d6c31c5	7	7	0	0	already-covered
representation	braid:bf9f2c98b6906d1914a1515b24a82f31cae5829e788b9084e0b8627a1cbb6104	25940f68f9dfd2e7b3578bbef63f88c604120bb7e7809f7384a2ef3e3dbedea5	8	8	0	0	already-covered
representation	braid:bfba180e861e6a95b9158fb821daab2762ff4a537da392c4898658ed5a47cf2b	6b66f3e83b96c2f9ed3cb4b9ef397ca95433c7c4527ac4d143315e4e3e4a1c23	8	8	0	0	already-covered
representation	braid:c003b65aceaa21d7ef98d282837993f0bd070e0b6ebae9a94cdfb7958994af15	d62d49acc891ccad2d417074cf427901d8987b9025becde50025199bd95082c6	10	10	0	0	already-covered
representation	braid:c16a4629ff9a2d31b1aafc041c7e204f7e2115a8dde90dbb0a774c4a2aff0853	518b7a76546e263293c204f4d6d0ce714b687e90124c133d76c7622c77d07091	9	9	0	0	already-covered
representation	braid:c3c14fbd95c30f1d6ecefc7f96a33c41b190033ec8a922f7da46cf1e949c3c59	b984b1535f0c99dc2a261f4f8b5dfcae8540a203c722ceca790ca1827ca64a33	10	10	0	0	already-covered
representation	braid:c44051781c23195a0961da763c16626259f8eb577a82c00680a2788da29ece2f	42887d43da02562203d0997a2de43cdffea3da7a8b7a70f9dc7ee52156ccc878	8	8	0	0	already-covered
representation	braid:c4996ae7ea75228b9bd607f60e6c53309e531b1ce0493fc2c4c530338e5a7db2	c50e6ef76596d88664984ae0f43a135fc4b885d07c58701dff7d10ac2c322216	8	8	0	0	already-covered
representation	braid:c4fc8dd912e5b78ab5d1d2b3b22dd573764a4f7a1d6806d6bfec30b7005f71dd	6288cadd9a4e0376891cfe84019e889f7b6672da841e2f40d8f7d4e810ccbeb7	8	8	0	0	already-covered
representation	braid:c6174f3437bbfc825b80d4b375ed90682605ec0b7721a15c871a63fce77d2cd0	6a5b47f6e734b4e46cc18513d1c40bab4344b1fd48ab41b656df354451cd9614	7	7	0	0	already-covered
representation	braid:c6749f7ff5dd16e60f9bb0c6e8bdb485c6d0f26ed0480f73250dce8ef2fa43c8	95ab2b8b58cdddee1ebb95b40cc5f928b5529e66696dc9a5cbbba51ec62d12ef	10	10	0	0	already-covered
representation	braid:c6c8928d149b1da0df9d8edae75706dc806fa87873285fcb6cde0e8b925721c8	91ccde0b8d9f4d85a033ece316fe8ebbd6a14b8c4dcf183a276cd5a3a92162ae	8	8	0	0	already-covered
representation	braid:c7c458f21a083b94d67316b4ea7934f337354ab6252163926e1f17343222bc22	0045055acf22c05941cbda2b470eb6fa03d9c0483d88d5a64a4a777b10afe4b2	8	8	0	0	already-covered
representation	braid:c7c53af3914601a7f499b28e4ea29f20f5983417bb8a49de345fa441cd10ac26	e18353b7503b7a3b6f7af1942f95fd8229f829d06c025b3664a18d80d1509f13	8	8	0	0	already-covered
representation	braid:c863842e316fd09768976f98dd0d7dcc2696266c9ac6e7ef9ad283c5dd6cdb65	1bdcdc57988fbfe8a1790a05e035688334e4eb85bee90fdb654f5e91f0aec06a	8	8	0	0	already-covered
representation	braid:c88f5917f17f6a755afd3dc0899f3a24ea42eeaddf7e0f78b3e055028f817319	567a599a75e27f73d5be7a979f472d4f3fdc9c22c2a9d9d9fd9c673fd54a5046	10	10	0	0	already-covered
representation	braid:cab8bd1c15a498544890b891decf3c89902df19ca4ca79741b770b61d172ff4a	b80ea0f3d3ddc0f2bdc834f8fa0218678da3c388bf3135db891ea3f97235b6e5	8	8	0	0	already-covered
representation	braid:cafed27fdfd9ca693b9ef64a1b6aa3de55a371085630b9fd5d8ec99931bdb726	cce6bd8002bfd173c432c17c698e092756a44092fb2518910ff450fcbc9e83be	10	10	0	0	already-covered
representation	braid:cb81bfce28a8c344eacf6b1c7f9603fd45b9ec33f06ca57d4c1d86204e0bd877	a8e6971c3aa35e60e253f90556b589b7327699b36c516481934e935df6ca7dc7	8	8	0	0	already-covered
representation	braid:cc7bce1ca5e1abe076c1e2431ad7fb831c54d1a2bf1cd9ecfa76e9f45e26d8c1	8febdd3b71f61370f127c1c0b1c6bc6be339cbf43d04c364f10649e2ef88c01b	10	10	0	0	already-covered
representation	braid:cd3f6d39171ee59544e8bc08a1df5356c55442675dd11a365c4964d65461e92a	6d6afe7dc3a2c1ffac3fc26056bfcec48130334890e47891790cde6359203238	7	7	0	0	already-covered
representation	braid:ce74b84a958528a7a344a07a647ffd9454b0af9b3c95908e9be3e4c4d071de92	51cef6c261fb4e5582b53618e79f78c7b50b869c73c83b55ce3ce5af58ac4199	10	10	0	0	already-covered
representation	braid:cef151e12b42e16bc910f36cc6a45729a1b10b5994bad6cf12dfa4820c4f1e35	4877ee4a2906dd8d37ced3cd6281605076456730902b2a14d3e87a0051fb6d54	10	10	0	0	already-covered
representation	braid:cf4b5153e87bc6cab4d79b8e55bfb7197b8b07b30801329e80beb9ee6d6e8ca5	f4e8133b96a50f168a30e5f26ca8184edabc3b5c97cb43435a16f8c1dd223f33	8	8	0	0	already-covered
representation	braid:d00e0828efd62384aaa74559eb16c9152cdcf87c99231720591a328b42d89809	45c3d860f0c69b4dfd058f8d9f101a255a1d6cf5f55cde119f7b01c9aac4e7a5	7	7	0	0	already-covered
representation	braid:d23f0aece58ee1fbf6498134f68c38a7f87f916ab2e8060952ec229fd8acaa4c	4f6588ec0e21aaf0fdf6e4724d2df9fea604b02c604ceb5d96d48c418106d8d1	7	7	0	0	already-covered
representation	braid:d33f66096979c0ff818620e7522076548e6e1a275609fe01ae413256d37cea5e	95ffe241fc6b26476d6502611218869af000fac11d302cf27620d771c16841a1	9	9	0	0	already-covered
representation	braid:d3b99df571592f87a1af6408e3f8d016a37f2ed5afa76c54ff8f708e1c388bf7	6ac3d7e7c8176c7b95443549de3786696c6c02533e15fc09dcd12951f28fab5f	11	11	0	0	already-covered
representation	braid:d4b871a6b408e408f0956f45c2ac355d0fda8bf456308aeb459a920069e5605b	78194ca10e60714e80a5a6ea39f0db72efff7de18c7a34efc810427095eb6950	7	7	0	0	already-covered
representation	braid:d54593904a15829444f96b0220520cf377009780cfdcf26b25050b32a8cd8b49	c85b12ee9145034aa2d7046f9e978d8f1eae1e34f03126e17a457334af46780c	10	10	0	0	already-covered
representation	braid:d57e43274dc342e45ad683a698ead48ea104830c960c70857afc843d0c825012	96c338a2223dd4fff6c0ed9c7ac92f3e0941e7d8d1a25accf07d411d8a40af4b	5	5	0	0	already-covered
representation	braid:d65172a309b18ee20174560cabcd8e90566494fd13f2bf8788b72a141e4b4dde	09f1bfda8d2d267e37c5e5e734ce0b925cbebd3f2d0d2969bc995fb81985dc88	8	8	0	0	already-covered
representation	braid:d732c0512713c9639353995130926a9ad1ea404cb407623f8030a63b41455199	5ccf80f40e793e3b8a03c8952acfe8a32a09c32bfa43ba86cdcda61b9ae0f2ad	9	9	0	0	already-covered
representation	braid:d817ea289353905f3f21dfee76506f6dc9f1c71603c678e936ea25dd8d25e672	227e111ee3a2965a7820f368f01ed8a14fb7eb9241f5aafec6c11b1f68a603d8	9	9	0	0	already-covered
representation	braid:da39401d9c10af77eab4d1359f66e908488ff96bc405c861e29bf2335dc84633	35c0d7bb3ec6c647d6f2eab84d6ce7e7f4060227d93a441f3ee83fb52943fe79	10	10	0	0	already-covered
representation	braid:da91072c5a873807eff69aab526c0c2e0f3c141478d6045125b0b76c9bf837fd	5863019ac21274eeac3c2f1c2868ed709b96ac508421be4e49db7e9115243c72	8	8	0	0	already-covered
representation	braid:dabe48e726362cc436321da54bc9a717e02586745f5e549ef88d976523765704	21e52b29ad0c71e30e5e410ee0cc45b6b6aca9cb533af3df418def17b5365909	10	10	0	0	already-covered
