unknotdb-rf-targeted-campaign-v0
snapshot_id	67e82776df09c7a646b5e51ecff0f6e2d90ff372f65f44bbc4aafeb0b8cb0296
corpus_id	7de9d30ded524253bd8138245758f0a14d4f159397babf1c97d8b59207cf9c2a
model_id	q-grown-raster-axial-12:Q254:36d1122f5494d502e556994083a1a69adf1643d5be95cd9f80ffc13b68e68d63
limits	1	12	48	1	10000	1	1	1	1	1	10	128	32
audit	representation_id	priority	stop_reason	stopping_key	hit	u
audit	braid:fdcff41bedbe358f5ab9eb361c8109267209acc9f4bef8a99d942af30e5ecb45	0	PreferredCrossingChange	8820ddf812dbec61b3a76f162a4b84d1c419fba006bc2fe0675cd73bfaaa98fb	1	6
audit	braid:2a5dae38119d0482dc782919f36b478b6526b01c754f9c5a9bd199a092ec822b	0	PreferredCrossingChange	efb4df20dbd74642d095db528a5720ff5c35dcd5fd4770425bdff9e0abea277a	1	1214
audit	braid:3053abf764ae232355160eb18da6688bb2e153cd5c2aa03119af26b26dd69e30	0	PreferredCrossingChange	24c732fbe2b1c35197b74c16213b041b7e1010c66626b9261e1ff1283371bb79	1	8
audit	braid:49ee4ccdb37e3de13b8fbaf41b68c4d8b84e9a2128ed099e8136449680d152a0	0	PreferredCrossingChange	7e424d601235f27044e5e2293faadca47f3aa3eeefaff17db3096083f6ca3f31	1	9
audit	braid:51eeb3a27764ecd4bab1927d501d3b05c05570983cbda1567681130290ac0a01	0	PreferredCrossingChange	707a9ce0fd33cc391fd9ca348c3a1a31afe2158f51ecc792100b7a0decb6bf3a	1	1888
audit	braid:5e0a09bfaaffe9ff76f51bf0966a65322856b9446c70d246ecc9dd13b60496a3	0	PreferredCrossingChange	e024a505bdf6c6e99228a1bfb9166cfcf17d0baa9db486c588f9999ce4f3352e	1	8
audit	braid:6bff6fcfc429e680e7609864036555b9948504477de7d5bf88f82fa8955c2a6a	0	PreferredCrossingChange	c4b38b96ef9fc0418cc6eaad21b3f900e48edeabd304694a281d9df6484d50e5	1	1214
audit	braid:795f414706372e61114fc4f6b0b6be7f76fb9bf61a868bd839a53ee41ef5d9e3	0	PreferredCrossingChange	cd6bca6f012f3f8f0bbac266216e79ba90304c08a8643787324daf5b69333635	1	16
audit	braid:8ca7d3a8e344fd393063aea71b45962f430c66a2c8f63275582056c47aa2ac87	0	PreferredCrossingChange	118bfdf3665e26b80cac789a4ff4e420aed151ef8c0ddd4ae6ad460cfd6d1baf	1	3
audit	braid:9824a37976d3e7891ccecabeceaee4ec320407ee01cd40283a97a049e8f2ac85	0	PreferredCrossingChange	fc574bbd79d44a9e98b1b564c970a2f6ff33a3eedeb633b75edd3923695fe9b5	1	9
audit	braid:9862c2f9a31db0f601887265bd78e0366907e044d3b7122f3c3ae304da71a5ed	0	PreferredCrossingChange	90bd300732b55226e7158f6321aa4c4a5995d69257f03d3defaf02b0ff2d9dda	1	19
audit	braid:9b862e79a6ef4ea280f2c02e40480080c803d0c8443f0f8999885d14d0e1e1ff	0	PreferredCrossingChange	7b2615a621cde3b36176fda0981cac6c228a1005eb575b3b86eb22044c1817d2	1	1888
audit	braid:1b7d8ca84b02c255805b10c303ca84909b89d43515a4acd7fd0af407688aaf45	0	PreferredCrossingChange	c6c7a21a4038f07a3adf79d1f92a6f6e885d0baf284706a4c5f16acf20058b3d	1	1
audit	braid:853414caa2bd2bca599ec777e6d38c8622e7b5d07dcdd31c505ffc11353bcdb3	0	PreferredCrossingChange	0bf62a8a42aaf1f53712da1b495d7c61cf9b79d4cf22637b7317fc8281760580	1	7
audit	braid:af1e4b7f984c259c96ef6f10c10a2f8ae53f0ea7cf554294d16db61223250800	0	PreferredCrossingChange	1bb7d7449c86fcefee75bcd59851ccf627826957810a52e93d01e4ef7e471fde	1	2
audit	braid:a26766327a7a157c70633406c93aba3707b7cd5a302234434562a52755807a10	0	PreferredCrossingChange	1a68bbb3b9b5fc1c32202c6dfbf5371a319b2eef38552ddc910c354843f3eb12	0	-
audit	braid:0d16fd4c53341b37485213a639b9dbfdb39d9eedeab5a14820a9f9f1b7bd9bc7	0	PreferredCrossingChange	cd265f4f1655b805aaaeb50ba1e0cd9761582ad0a8080022106096694c221593	0	-
audit	braid:605d3db783981900cbf5ec1ab289372b192e5a42a5618b1507dd1948615fbba3	0	PreferredCrossingChange	265e50295afdc3e8150620f86ac81e2952c67c61eb776e28ee87f8cc30da7c78	0	-
audit	braid:0f32533f067898e47268bdd3bf75cf1af8ef0696417295b1299298f10c138844	0	PreferredCrossingChange	e7627653d9dd18f6b8e297a82d34120d8da4ab6be6be25da06e41b9649444fde	0	-
audit	braid:32623cef908216e03e5d5c0ab5ef0b7c2c47081e6c9414989feb53b36db8dcc6	0	PreferredCrossingChange	9526954fbdb5e2ee2aa602634bb0d5048221c59f22c39f43f5c64dc5a809e9e3	1	757
audit	braid:b8a52fdc0fc5ef81d015aaa233ad01ddb7c18370df687ec97e8245a8e70119bd	0	PreferredCrossingChange	b30369d58bcb23ee9d8110af0b1b1ea3f78c61f6dd192867631b4bf63d3dd333	0	-
audit	braid:07c0c1cbeb5e5a71ec12a47d1d4c4398b67cd0ccded1769918c96b93310900e8	0	PreferredCrossingChange	c114b9479f1d7f402238de3a2471f0f53b87aaf5d81c2560249d6e8331f69e12	0	-
audit	braid:9e9f78230f1704df263a1760f6fd33d5fa02f269087f8ec4a0f772a66521f4ae	0	PreferredCrossingChange	b43722656b771d9267b59b11ca7b558ca9502a47d4fc97fb763bbacbbab886ee	0	-
audit	braid:a48efc408b51cfd5625422e97b8afe08eb0d67fdef96faf2b86d3bcbbd5624b7	0	PreferredCrossingChange	0db97e275469a53daf0e576ed4a24fec8eb08c1a9bf9d7f4c7fd2f46b387e1e8	0	-
audit	braid:d3b5e8132303873b72f800da66e3c4bacb3d7d1819be3a12868f74dea3cade4d	0	PreferredCrossingChange	ea06313fef39e7e4fd2f82f345f24a73c65683774640f5d55ba4372377040e5d	1	11
audit	braid:fea904724300a59cccd38aab8c41420f75383a71e94f81d89e1a3ea4250b050c	0	PreferredCrossingChange	b8c744be976901fb509fdf47af471907c152a8a7e8418ff31d5d62553900165b	0	-
audit	braid:e2247f8a483528df5c72d10c6ba29968d4dc3ec00d02743404a10a22c5cae258	0	PreferredCrossingChange	e68eab2026bb01ef34e9474288d78e005ebf9e465e3c2bc3252e90b34dfe4990	0	-
audit	braid:3d53db54d9c7b6f5c128b61e380fc025a0d43b5dd4a00130b2fc251a6dfc47fc	0	PreferredCrossingChange	815ed740a08c8252f98f55375f845f87ca1e20379505aebc73c239b083deab92	0	-
audit	braid:14334750856286508917a50c96f394105cb1bcc99d3666ed9e81f2d0060564c2	0	PreferredCrossingChange	6737083c2dda062ed9a1f9c6ccd4c09a4841a31699e1a2847eb0bd0878c4d4b2	0	-
audit	braid:731edb37b6a5bf02f5285b93888fe3bc5771cf527a43a368c2978a0ac1b88309	0	PreferredCrossingChange	37c13928d7bbcb6e211ecbde5be8af38e98adb29dac78ac87c4d836721797acf	0	-
audit	braid:46b75d751ee208d07eeb4309178a30d3a2e935060e8207af84886143fb1c93e1	0	PreferredCrossingChange	166937d251df91f9a9f5db8c9823287b3e12e1e3d4f2f27f43b82f0e5e43d5cc	0	-
audit	braid:4b6a11b664d9d25d1a095660f4e5d80d1546de0b9d52a4b4c69d2fceff7cc689	0	PreferredCrossingChange	50afb7d280070c6456fb930e00725096acc9f06e30f6bcfdb003e942898957dc	0	-
audit	braid:719183658f0dde4075abab9ba73c78351dc557d39806c61aa7e9bf1348b1b216	0	PreferredCrossingChange	1f7280124fa9a004370fb4259d1ff7621eda7cd840dfba1711edf2ce51cf4999	0	-
audit	braid:7878dd87666bc7ea9285e966c28ea87c93a876b3b2d1f845e5563fc9f93f1be5	0	PreferredCrossingChange	0d97068f24f73a5e226005d4b6b6c97e68d5d83af80104412e064957f62a4d4a	0	-
audit	braid:7d524dec33fb6001bf9344c748f128ae7a7d83291f169417ce1381c474638abd	0	PreferredCrossingChange	69174686ec8ffd5154264b1d537c93008c21719717ba200f49540d70c4358c9c	0	-
audit	braid:c123d276527d654d263fd66f72de7688b3e83be303bd774717b7973d86e9e5dc	0	PreferredCrossingChange	f4066b0d96ef078cb407a695929f554bf282e1805fc3aa7439cf6542763c0de0	0	-
audit	braid:df8ab87eb5fd2a64aeccb5e085848592d883af53bfdeb9c82fa3bc8e632e5ad6	0	PreferredCrossingChange	727c683963a6a7e7cd17496ed9c3e6bf2db5332aacf88620641447eafe25a536	0	-
audit	braid:ed4cdb201b14e281a80ea2d845f8474cacc5d32827b10c37f90cf2c1fc28cbc8	0	PreferredCrossingChange	4c33ddca5d27e903ec00982c48b4d5e04a6622f308e55e063fec2ebc7398cb1c	0	-
audit	braid:f559cb2f1fdf319ffd981fab879b7863e652e31609bedff0d65c0401e0d6e8a4	0	PreferredCrossingChange	d39b6d7bc122902feb220ef60466ac3c7f3cda7a4cd78074d266a71587f13b7d	0	-
audit	braid:14b0151daebebc409738f8f1d893c77ff43fd3174ac42ce5bc60dd9b6fceb5da	0	PreferredCrossingChange	95754411217bc9a5905b1981ddec1e9a8ee8e658a241f731c595fd3c8e10dbf7	0	-
audit	braid:2c1bf98a90ed04f68282590323c19f8053d2751e7827ff21359ed2ae98265155	0	PreferredCrossingChange	950f7cac3eb185eb54ff666ba889711d362be7011af053fa71fb52538fcff64e	0	-
audit	braid:37e767dd19b2fcd31a878fcee7297eade5089d913f8f2efb8c181a6807151e26	0	PreferredCrossingChange	65876bfe0bcbaa2987e78404e0fa05d81d2b4ec569346605557ab2fd857f1204	0	-
audit	braid:458d2f44d53cceb1ac808a4f9ec8fa968b058a69ab90745c3e866686516c4b98	0	PreferredCrossingChange	7edf4154beead4f1b8b931047057b9d9bf4f70a93ddd8043a3fa064fe504e102	0	-
audit	braid:45c24fd53b00582a8e13849ff336983fe499213ee63654df047229f296f8aa72	0	PreferredCrossingChange	7d418877ffbb1d7085e9144b195cd4c8c47570dc40839c885edc21447be3e5b3	0	-
audit	braid:4c3cbdddde3d4e7e99093628f28d3c4f7c21f79a3a3470b59a57d3b254e8a1a1	0	PreferredCrossingChange	e0cdbcddf8e9fdbf6e18b828447114e96aa3422bde47ba33f9c0ab7b42202d2b	0	-
audit	braid:541681cb8a3bbb4c1510b254c2ae87f223da1318bcae7c9da023fb982a9fdc41	0	PreferredCrossingChange	c65f0f6587fe6f2e39185b55164c84d48fe9321124be8f1196d1c67163bdc767	0	-
audit	braid:55aecf475d37e33eca96bd8b75588bf1a84a2bf657f5179c70f3ab94fec4e503	0	PreferredCrossingChange	924b2a36d75bb8dfb8ecee620f63bc20c5f4575cba73442cf114fd542ac07184	0	-
audit	braid:5d41803c6c841c18cf58fbb8376b376bcb05cf2af936f632b1991b0f0030f6a4	0	PreferredCrossingChange	4c29c95b14ecedd427a41bfb9d3dc07e4f2d4cd806d51e1da9eb92485ac5921f	0	-
audit	braid:704272ed463d2924f3834dfbfe9cb9a0e353ceeed01ffaa47aec004935f3b571	0	PreferredCrossingChange	8eb58bb042de28963de4ed0edaaaef88f0221a5c1fbbd175009af11144340c3e	0	-
audit	braid:79df168d62b38a3d5c9fd2eb25870d8d6663a66042858d87df74bc11c8f07e46	0	PreferredCrossingChange	b5e4fab8bdd734cd480adbdbd8999b80212ec07c2e50f3abb99d00e6189113d2	0	-
audit	braid:85371f3208e01142d5a649101c7eb605a92d894d23f479260cb82125f49ecab5	0	PreferredCrossingChange	48ec97b9795d145a246312b4d78f48cf12d250b74043c6c21b7bbbb73bde52aa	0	-
audit	braid:90fe73f76ace380a3a4b1b1414248ea8bcb27b565d71e0bb90666f82c78f16ae	0	PreferredCrossingChange	ee991bc2af045c8ab3c1128d14032b2e9705456850de567465ef5015d2bedacc	0	-
audit	braid:9fc6c83b5edf20444aac70af72ca7c84532b4eb9aada61a3ef30c8405b5cf79e	0	PreferredCrossingChange	c6214f9bcb72cf58ebda189167289320a14bcb1ff056dcbdf46ba173ca5dc4c2	0	-
audit	braid:b9f9ac2d4d7f811ac447abcd369e563c794b79520744837b0344ae4f00658207	0	PreferredCrossingChange	f97a44af7b1f333fb74d8ae5ca30827323745334b61c8c7c35dfe046042a6b9f	0	-
audit	braid:ba2b62bd35fb4737308076e8ba0a61633bdab9d4046a5c928f4a65da6b081b58	0	PreferredCrossingChange	02ac23998df7db7d9b6fff51991063b7ae1fba5aaa654259267add929645a80f	0	-
audit	braid:d0f3fd52e2296ff6c40e86805d8ef68c4108948ff52aeb10b39ca54a09d06d38	0	PreferredCrossingChange	8ba6f93454592590c6b2b7d70b974fabb01e97ba818a541ef125feaa36d225cc	0	-
audit	braid:d98a0b15b0dbabf218238b3dd5171e9bd1f4290807c60336a55144d4caeda9d3	0	PreferredCrossingChange	c767e3dff2e0c7e5de10bcdf1bb08e0d51e788d4d3e93cd76589f38195d09f76	0	-
audit	braid:e233afafa697339ef591098bbc82fd108be6bb409aff2a07ae42cec984d20026	0	PreferredCrossingChange	8c7acfc7f25ff09fe14ca08a4c17c843f83fe654ff6a2ec248c7928e4eccbc8a	0	-
audit	braid:ef1de64621dcef0a3f0f2cedff35c30cf0a42d76a0c7eda552c09da17691038d	0	PreferredCrossingChange	b801d13ce2e9bd9d4c2e7e1d540b6dca825446ce84144c26670db2fb6fab8cec	0	-
audit	braid:f4249c5e482290a167f7d28af24ee03e633007508296a5025e52226adb43527a	0	PreferredCrossingChange	e2d050a1703e9df432bbc236d34431af74001606e0d312fd2fe322f8a2d26974	0	-
audit	braid:20500a977ec56d298638b93349e4c358affb3e2575af57be7fb5fac65b83a99a	0	PreferredCrossingChange	4a85e6d23c1b47bfb1fa52dd0fb3a3f9a76c32015a533ba481836809b8be0d74	0	-
audit	braid:c706e6587e21b65de4b102be7e41ca57eb02748140a382edc5cf20df0dd43e5d	0	PreferredCrossingChange	81208d13a8e9a15cc05ae5d5fdb3aa5853667cd65cdadd16c476a936466765e1	0	-
audit	braid:fee0ada82a971ba70198cf1417495bde8b5601078798767d92a3fa33fd92c884	0	PreferredCrossingChange	436767a71d63b8e9b4e865f455e18d8bb3605007049f1339d1770a50bbf5e913	0	-
audit	braid:061b05a5c6570796f692a419328b07c19e29bce5d51ace2c8c9e046eb1f13506	0	PreferredCrossingChange	dd8f8dd9877cf9399b0fbda4a81f8abb9c0069d5bd7977ee818f51a6afef1df5	0	-
audit	braid:e799d319322b33577c6e653dee94e498aabc6236295c8851f10d07791a77b3ec	0	PreferredCrossingChange	f4157de5a60b533d1c5b6fd5d6a544ba5f6c356775f68358c0d1b6b1bd3fdafc	0	-
audit	braid:918ef1abc73889f20874d59d13339ee20b8a1ddac7d8909cb1389994ca2b712c	0	PreferredCrossingChange	f6d12f43d08ee448b62cbaeee95ec0cc2d41a04c2173de4e1366279715c94f33	0	-
audit	braid:97acdaa2306ebf4132d189c35103896512b16f5bad6b3bd68659412b850fb965	0	PreferredCrossingChange	ce98ca514c97b1c20cc4aa993564252c74fbec7b11e594e6bc7978029eab744c	0	-
audit	braid:e1642abe2d4ac998d94f235743437a5bab7f6778c318a1d44f3a2d13951359f1	0	PreferredCrossingChange	82236736923499fd9273a2338206e1dfcbe800b59ab568d3e507c2e123637f71	0	-
audit	braid:421cd203a77a87a0da07c996b0c9cf24d47119789777d9ba50588ee776a96d21	0	PreferredCrossingChange	20accb66becae9b6d798b2cd85cb290bca55c2b3d74b27518cb8b6d5f6acc265	0	-
audit	braid:507c88446a99b69703fc271bf2f3ae24f9e197dea1c443596502b2f21b90f47d	0	PreferredCrossingChange	7eb5230525e9cd0e73a3a587923b93d7d263d101d18e08bfc72655764f804800	0	-
audit	braid:698f531be1cde206db8a1e8826d9321690951c74c87932b179ac2d73f3be4d24	0	PreferredCrossingChange	dcbd55a9921cfe512644cda61a2262a297e9e47557493ce71f19cc0eb99cc89c	0	-
audit	braid:a1673549488cb1e81e53463769405aabe8113cca4caf1a0da2255eab9465642d	0	PreferredCrossingChange	acd12428ddfbef61df5932da11fa1981cf8628a920f3122bac9981dea389ec22	0	-
audit	braid:d2e03fa380ad5b048ad9def74c965b48413734f8618bffee59fe57680034e913	0	PreferredCrossingChange	5971250039cc0d48590519de3ae23b34925d5758a335d2c4ddf8009195c31870	0	-
audit	braid:7fba70a63335519fe8b5243e4723edc21542ff3367f7221556d1409bf91f7273	0	PreferredCrossingChange	d8b199f50a84c6088605889ff15a882d0677bef4cc8f80ca8c7758c4efb0ac41	0	-
audit	braid:a0f876d4bf0b857e1d857e701df85e01fef182c14980c2c578fa5196035c9dfa	0	PreferredCrossingChange	d57ab08d121c3b915738352f7a824b3b40c32c6a0556bf8e4e5c7f764cac4441	0	-
audit	braid:dc7a62d21642d8ae1a5811be5931218ec4ee8caca918be706b22a14d3c1840e9	1	TerminalRepresentation	3513ce7ca0beb804a324c7c020fdc18d90c538f545175d1827b68170f3f86918	1	0
audit	braid:e47c40add99273390b6b2da20312b2de1ff303c0f30b9f3094b13d0fad7786d9	1	PreferredCrossingChange	0255406df9f79d0c0c5b3013488b3c259ff9514bfeae69ec4c4f591691f4cb15	1	3
audit	braid:9ddddf73766388259a647f2b3f7d82473d81bd1c5e954946a84d2c0dffe3d868	1	PreferredCrossingChange	fa296ccf3c476535b01b3a6d491d7cff007244fa5e3171425a5b1bf3a9e9bcf2	1	3
audit	braid:968fb373eb2ed1caa6bd0cb40719a5407c04dce60d5783b8796eca70e6e09bf0	1	PreferredCrossingChange	7547bdc57e30725d3a381a7eb49046d3b87d01d214ce2722dba4cca2bd60955d	1	6
audit	braid:1d9be651e7ba6f7e318fc328a1b245a67d6cbd870c7d7a3b34e11bf6ac69ba2b	1	PreferredCrossingChange	ebec07bbf52c173a56b6df799fb499330737ac494dc3f73302264e3ba54b97e1	0	-
audit	braid:29da7b878cc7277aa6caee51e11cac9ebf4fe151bd46b77c0b9e792b559b9554	1	PreferredCrossingChange	bd439a2559ee280517073ccb53f5300498df7d0c84924dc9f1b1e2cb6556a711	0	-
audit	braid:2b0b0c00e8f33daeeeaec39f22a457714b55bd942c03a71e8bc715591866f8e9	1	PreferredCrossingChange	43dcb7fe83204f5ad0dba79bf97b73c7d5b5cdd2a972076781d2a96185d471c7	0	-
audit	braid:03c2a820da030f82462ef386e8acafe15a16006750b77639eee86ff69184f67b	1	PreferredCrossingChange	50af670a1722fb253df62e9b3497c0ba4d3e471269166cc339bf751cf8863f50	0	-
audit	braid:0b107eeb455c41af4ddf5fbd44148605911123be7c3a0f8ed7b6751f82142112	1	PreferredCrossingChange	8d05cab803f3bdcab7165b222bf63f9da593e4f2d06be0a5a9c9f0ffc424743b	0	-
audit	braid:2cf54d4f8158cb9229a1266659830c332014ce971b0b856705a4d35144855f8c	1	PreferredCrossingChange	60ed13fa3544bfe2a926c5d1b81d412c7087375e43a1cee505f9e6546b34ab01	0	-
audit	braid:6aca36dcb20de226ee1d6108a10456fd8813dc0b01c88dcec56a113905f3b131	1	PreferredCrossingChange	c9eff817975ef382cdf9a7ddbcb2e8bd42b4bf44c4d44ecf9823f19137cd85db	0	-
audit	braid:ed60a92fdffaa27a333941f4e55e46e92c9cbc9867170b05fc101d859ab18e8f	1	PreferredCrossingChange	3a939efe95f9065532a8c1c10ef6b7f97b9496f7f2c462f55a8b0ab419312212	0	-
audit	braid:f1159e7448b68445be37428510d6a9d86f6ad03964f4b837118b897605b61828	1	PreferredCrossingChange	53f4a245599b8156f0731a51a371327dfd5cfe580edabbce7050b06f06621104	0	-
audit	braid:0e9577788dc176f305420b1eeef1f36269bda41dc5533b3cbb867273950ce5d2	1	PreferredCrossingChange	4dc995f3ac9c5af6c28d24c60a2c9e920fd7beebac1f3220b685c81130dd99c4	1	13
audit	braid:1c28f16974ee546730922aeed064e28d695a6512f37d33f96203ed8917702c17	1	PreferredCrossingChange	7881f61328546918c3ee16c88a5bebd741640ccee07119c5bdf742f277b9e82d	0	-
audit	braid:4e502ce23bbbda0a6497e6ac9a2066dbf8c3a538da73d98daba90160d512b5fe	1	PreferredCrossingChange	bee6cdd651f4fffdfe8c022ffdb56c5f2dfabc1fd1d1bf525e4ececd099b1acf	0	-
audit	braid:55ffe64cc9cf9b8101281a0b9c4f29cc7e4d85ea36227a07b99ceea968afa4a2	1	PreferredCrossingChange	d3965ebd42e3f5498076b8033e0419f48022a2d265319cdfb94cd07e4cc31ecf	0	-
audit	braid:5d0276f235c9afb68a3febb6ad3f13d622dd5f999ffb4e3f9bb437133f382b71	1	PreferredCrossingChange	2bf8c3a0ffc71842c714fa76b1edaaf322874fed8e0d264d857f9ca77f4a1072	0	-
audit	braid:7571b701ac85e94e4f815970fe597198e09c2b32aba4fc15ae60195bc29f2217	1	PreferredCrossingChange	6cda5230abe8ef202989530a8e52bc16fbd4a136e5de93b2fbec97e5818a4453	0	-
audit	braid:7f328881e62b6baecc5a5d6200f1eec9072778db4b13efc3b842172aee66390d	1	PreferredCrossingChange	4db6ce15102ce9debaf22e15f389922cc698e35e6546dc6d4b30a28b8e4b6db3	0	-
audit	braid:87a2a06c4465757b90a1f80511e95d6ce61425e84d144c329c7c0fc54e05c377	1	PreferredCrossingChange	56a6b1227ee983833fdd9ccf70c16a82d402d2665c39763812436994afb3e4dd	0	-
audit	braid:975e6ce2e28ba9f839824d4d64d42378bafeb89fa413348e95d4560bdfb989ac	1	PreferredCrossingChange	60fa5a103ef2192716374cd046ccbb75f91d803264f45a434de53a6a27cad080	0	-
audit	braid:9e418ef8c567f9e812214241f6b6aad33272d023faf90a5e02d1696d868eba60	1	PreferredCrossingChange	984b717e0dfd653b1d91b54d4b47b1a8e0be8ca78b8bf581f39b5adbe421a33b	0	-
audit	braid:b06d61da3acecd588ca437516ca116c990e4a77e00c24a72ce80d096de800959	1	PreferredCrossingChange	b9f3aa05ed33a7808a5ff31bafc111ec1c2343115956a66af39429fe14efb612	0	-
audit	braid:b179a530c7c56ccaa4c124f2325b5e7dfc1e1a2fcccd09be846cbd88c654d96c	1	PreferredCrossingChange	a9ba3d7ff8b44270d2dc7c89e330ef90a9e85f6d76ae052d0905f2753e7b55c3	0	-
audit	braid:bba2d71dcf6a9a9db6c6a6222b3e40e8915b7100645cb5374ad804ed4055cb7b	1	PreferredCrossingChange	20ebe9932095dcb4711e9978423728be10a73706adcc07052cdb1b0be25b5f5a	0	-
audit	braid:c4501ea22ea073cfcbb9dbeca446d6fc4a047474278b7a8a4c5c6d9c7b647a35	1	PreferredCrossingChange	f27da650a454fb6134d2d726623df38cf315ab47498dd2e440b6b6684990db95	0	-
audit	braid:d3fc23b689fb35463adc6e83752bc4d409a6c278265d400539797717ddc0aad7	1	PreferredCrossingChange	d3e87e15a94565e372ecff65ec518ce65be87fc67efcb1b6ee59af0433821ec6	0	-
audit	braid:db7a847fc579fb9dbb77a5db9f36bfd4fcfee24168f891af3f60e9ced0c3c2ef	1	PreferredCrossingChange	39a89bc247d22b0f03e5bf6a7d92517fece9f01ad610bfa6ae7e98eff4194015	0	-
audit	braid:ddc458238dbbad7b4dc7a3c41a18d9e0fced30219279ea587299dfcaa34007c2	1	PreferredCrossingChange	3af10c869901b7c6fd5e788e419f0a967eb73d788dfdd81edb3ed4eb0b553b80	0	-
audit	braid:ebbb1a21e16e9fd38c7467d7de1b714b49d5d25487f134e1a1a1d12e7a64780d	1	PreferredCrossingChange	e867a04048e23c7a0c59592a8ba063618e928c51aa9aede0283ea425b259b09e	0	-
audit	braid:0aef03e89a30572eb51b6d8abca76761b31a7a89f5ab291807d6ec31083c19f1	1	PreferredCrossingChange	3750ebfb456b2302fc24197f91ca482d6352c624faf8c54031a88170290f2bbe	0	-
audit	braid:0e986eb8d869defc7cf2b098c5d81170767fb445e08ee85af87bf03c1555c302	1	PreferredCrossingChange	12cbeaef83dcdfa0818fb67d0bd8d28bb93d20e8e87f85390c83f197df849ae3	0	-
audit	braid:31e16117333e9647746e028cc0fb745484f762d5af12f03eae3314be900bfb96	1	PreferredCrossingChange	47ba426341ab5c4b507a3555f0b37a262604160e9184ebbfb67b4f1c99ae422b	0	-
audit	braid:961e0e14f950ba59e253f3d7d69124cdb9241b52d50c67ee5cb0b06244ebe383	1	PreferredCrossingChange	b7b7252645cbd74885228d88e338f07707908c2282e8eaac3e519b6fbfdbcca0	0	-
audit	braid:b0e7eb93d0804dea4c8936db1843c97654eb72419d21fed998db6b42da782f49	1	PreferredCrossingChange	4ca66e7035e2856a56a694f93f2aebbe69d319742279621c8a3627e51109e8ae	0	-
audit	braid:ca9247817a3c9051fe62ed7c251684ac9b62246fda5a2384288451780aa49179	1	PreferredCrossingChange	3c05971e1361b03d5b7013e9689c68996c2e48467d86fb72cafaec0052bcf274	0	-
audit	braid:e4130db437865a5813fcc81e029040a2e18d61ced00c027d492e8657bc414088	1	PreferredCrossingChange	0b26f97ec1c92631fd8ea5b2f284e5f2cd30c8a253fc55460908697d3656436f	0	-
audit	braid:7e58137ec6e37ccea49ce6d75504a25b2f114165ec578e17047c6e54e866f369	1	PreferredCrossingChange	cc2e4ea2f33f14826e2bd358073a751102dccabfa70b79abd2e6ebb8569292ad	0	-
audit	braid:3b02b959b27e5db542b5b2769d7dcf3b383fe52a8fe96ab471c5c66a68e1e9ac	1	PreferredCrossingChange	d48e48da6a005474bedffe56b434b8748b75e8ad450ea98529700322b80fba17	0	-
audit	braid:de373fae12d1c396e2f7c8b5aff406c60c0b2edd0d163fde787ae16d3bd9c0d0	1	PreferredCrossingChange	40f5998cc0790cd662a12a16a0c9b82e73783e392125514fc957ffd10907b9c4	0	-
audit	braid:595819f8ba0fd356217f1a9efe035bc02d056b2b77fcf762f237a604d8e5f154	1	PreferredCrossingChange	acf0974ca8bb49d879f326672782fb0cebc3f4b5eb0f36cb0ac3f15cda197be7	0	-
audit	braid:8b3f19007fc87c5d19cec801290918aae30118dca8f823a115b080de455057cb	1	PreferredCrossingChange	6bf26cd43cbf385ce0dd59dfa1b83410aff172e33e19cf33232493afeff6ccbb	0	-
audit	braid:8b937d78fd5144ad5679fd9bf1fd8d327950385b37bc2cb4fda298093dec1253	1	PreferredCrossingChange	efd53c7787d1959448ddc3689d72e224f19583b5a1e9ddf2fcb9d63647eb9e70	0	-
audit	braid:97b8bf864d48c238e3e07d8762fd23bd63d10139a1d04537d6637d14d35e91c7	1	PreferredCrossingChange	f574b0875dfcacf4e6e732f44440586f509f768571d55dadd8f85552d52a5dfd	0	-
audit	braid:98da321c8d1fddd30b8d3a78f56070ad566d3f2c00b6e11ef679408fa7645a8b	1	PreferredCrossingChange	e4f248d31a0b3588a0de3a009ee805c3602747d34aa2b46cbe90e6929eff63f2	0	-
audit	braid:ae0c6a9e2e434c9af10fe6d093f1cfce83508e6aa4977776744e9963771def87	1	PreferredCrossingChange	90261aae70fa45c357e245dbacb92e0a65470f80dd9cb8591e7124ac472f4e20	0	-
audit	braid:cf1d3cc0f486eaa71a90fa53fa30f82f739c851068ff974f73b47ac07e20311a	1	PreferredCrossingChange	9e62d44c11d549d2da30fb22ce4f0830bfac20a43a369213aa203e5fe7e73a06	0	-
audit	braid:e7801568ec3e8971ca88fc3221a671147cfde5e3f8386b9b87ba2f245b2c8baf	1	PreferredCrossingChange	6ed1843fcb065cf2f504169d48e0876dbd1cd391286d0df291ed17be23e49708	0	-
audit	braid:365a5e29285e88421be2761a2c7b3aa72357b9cbc7272ccc24fb8c62625c8bc4	1	PreferredCrossingChange	a1ede73b796badc281429c0aae399d75b4b3b2040a9ae26fdf04dfccac7c9cd9	0	-
audit	braid:63508b51b5cd04739ed20f28be5df58d400abcf4f48e724d1f9ecd1fb420070a	1	PreferredCrossingChange	0a98807b12c47a7b40d092ac0e054abbdfaa94cf426b7771c89e2206a3de6a29	0	-
